target_id	length	eff_length
TRINITY_DN8829_c0_g1_i1	335	50.658025
TRINITY_DN6600_c0_g1_i1	372	0.000000
TRINITY_DN3571_c0_g1_i1	375	137.376454
TRINITY_DN5907_c0_g1_i1	348	85.247144
TRINITY_DN5176_c0_g1_i1	1486	993.712065
TRINITY_DN3419_c0_g1_i1	1351	1022.462095
TRINITY_DN717_c0_g1_i1	2300	1723.221037
TRINITY_DN717_c0_g2_i1	2602	1915.165455
TRINITY_DN790_c0_g1_i1	1521	1056.101464
TRINITY_DN790_c0_g2_i1	294	45.146798
TRINITY_DN418_c0_g1_i1	1590	1221.750854
TRINITY_DN418_c0_g2_i1	1228	876.394316
TRINITY_DN984_c0_g1_i1	1586	1498.017883
TRINITY_DN984_c0_g2_i1	1585	1499.051089
TRINITY_DN2527_c0_g1_i1	510	174.585382
TRINITY_DN224_c0_g1_i1	1148	980.985078
TRINITY_DN224_c0_g2_i1	1147	987.275428
TRINITY_DN8429_c0_g1_i1	264	0.000000
TRINITY_DN8368_c0_g1_i1	420	165.022049
TRINITY_DN1486_c0_g1_i1	1892	2081.185287
TRINITY_DN1486_c0_g2_i1	1893	2080.457913
TRINITY_DN4799_c0_g1_i1	264	163.109422
TRINITY_DN7968_c0_g1_i1	232	227.479154
TRINITY_DN8855_c0_g1_i1	216	0.000000
TRINITY_DN6861_c0_g1_i1	382	107.120270
TRINITY_DN5883_c0_g1_i1	1132	698.834354
TRINITY_DN4260_c0_g1_i1	701	398.510829
TRINITY_DN1323_c0_g1_i1	1997	2604.921927
TRINITY_DN1323_c0_g2_i1	860	1012.624878
TRINITY_DN1323_c0_g3_i1	860	1027.393467
TRINITY_DN1323_c0_g4_i1	816	910.776245
TRINITY_DN1689_c0_g1_i1	571	400.662834
TRINITY_DN2243_c0_g1_i1	516	255.927825
TRINITY_DN7004_c0_g1_i1	1838	1488.532941
TRINITY_DN4505_c0_g1_i1	234	0.000000
TRINITY_DN2164_c0_g1_i1	624	336.654322
TRINITY_DN6813_c0_g1_i1	246	0.000000
TRINITY_DN5531_c0_g1_i1	524	191.692631
TRINITY_DN5531_c0_g2_i1	1093	772.413543
TRINITY_DN5419_c0_g1_i1	1158	1015.908655
TRINITY_DN8872_c0_g1_i1	284	34.783045
TRINITY_DN2390_c0_g1_i1	221	0.000000
TRINITY_DN4848_c0_g1_i1	211	0.000000
TRINITY_DN8033_c0_g1_i1	376	105.162741
TRINITY_DN2634_c0_g1_i1	420	126.818091
TRINITY_DN5452_c0_g1_i1	974	709.953729
TRINITY_DN8191_c0_g1_i1	432	106.641735
TRINITY_DN8191_c0_g2_i1	442	126.180994
TRINITY_DN5020_c0_g1_i1	210	0.000000
TRINITY_DN860_c0_g1_i1	1378	918.555300
TRINITY_DN7106_c0_g1_i1	1340	889.606695
TRINITY_DN5536_c0_g1_i1	235	221.438092
TRINITY_DN8474_c0_g1_i1	724	427.796998
TRINITY_DN4043_c0_g1_i1	555	276.065757
TRINITY_DN8770_c0_g1_i1	484	214.370736
TRINITY_DN5987_c0_g1_i1	591	302.707441
TRINITY_DN5118_c0_g1_i1	1171	1254.517287
TRINITY_DN1963_c0_g1_i1	1434	1032.669033
TRINITY_DN3942_c0_g1_i1	316	81.465681
TRINITY_DN5159_c0_g1_i1	3183	2291.074222
TRINITY_DN8345_c0_g1_i1	210	209.777785
TRINITY_DN7338_c0_g1_i1	913	621.598242
TRINITY_DN4406_c0_g1_i1	206	0.000000
TRINITY_DN3173_c0_g1_i1	1020	833.203413
TRINITY_DN7605_c0_g1_i1	2045	1705.292170
TRINITY_DN6317_c0_g1_i1	732	485.825130
TRINITY_DN6943_c0_g1_i1	231	0.000000
TRINITY_DN4849_c0_g1_i1	211	0.000000
TRINITY_DN2107_c0_g1_i1	872	528.288913
TRINITY_DN8691_c0_g1_i1	202	0.000000
TRINITY_DN7870_c0_g1_i1	1099	655.693323
TRINITY_DN7221_c0_g1_i1	854	807.598475
TRINITY_DN2507_c0_g1_i1	334	60.892783
TRINITY_DN2782_c0_g1_i1	348	59.389465
TRINITY_DN2978_c0_g1_i1	250	0.000000
TRINITY_DN3134_c0_g1_i1	3758	3539.241685
TRINITY_DN6385_c0_g1_i1	505	287.089428
TRINITY_DN281_c0_g1_i1	578	242.138572
TRINITY_DN2927_c0_g1_i1	238	0.000000
TRINITY_DN3691_c0_g1_i1	226	0.000000
TRINITY_DN1286_c0_g1_i2	1141	795.682513
TRINITY_DN1286_c0_g1_i4	1335	970.666157
TRINITY_DN1286_c0_g1_i1	1294	944.762468
TRINITY_DN1286_c0_g1_i3	1100	769.529603
TRINITY_DN844_c0_g1_i1	1193	1089.953659
TRINITY_DN844_c0_g2_i1	1418	1336.347973
TRINITY_DN1710_c0_g1_i1	1327	999.910506
TRINITY_DN1235_c0_g1_i1	523	202.353121
TRINITY_DN1235_c0_g2_i1	553	221.622085
TRINITY_DN4931_c0_g1_i1	301	30.195257
TRINITY_DN5545_c0_g1_i1	1414	948.221172
TRINITY_DN2610_c0_g1_i1	372	75.428680
TRINITY_DN6103_c0_g1_i1	1224	685.034408
TRINITY_DN3053_c0_g1_i1	212	0.000000
TRINITY_DN7569_c0_g1_i1	699	415.905459
TRINITY_DN6544_c0_g1_i1	248	0.000000
TRINITY_DN5816_c0_g1_i1	353	50.350331
TRINITY_DN8241_c0_g1_i1	301	0.000000
TRINITY_DN4365_c0_g1_i1	909	521.581255
TRINITY_DN5698_c0_g1_i1	2528	1836.417999
TRINITY_DN7981_c0_g1_i1	306	72.482666
TRINITY_DN8812_c0_g1_i1	233	236.842133
TRINITY_DN3065_c0_g1_i1	258	232.721978
TRINITY_DN8180_c0_g1_i1	650	345.709949
TRINITY_DN6105_c0_g1_i1	834	541.174439
TRINITY_DN3983_c0_g1_i1	453	149.578643
TRINITY_DN8069_c0_g1_i1	991	528.451774
TRINITY_DN2707_c0_g1_i1	294	64.722744
TRINITY_DN7487_c0_g1_i1	1192	899.617147
TRINITY_DN4215_c0_g1_i1	339	87.491926
TRINITY_DN841_c0_g1_i1	1363	1186.837850
TRINITY_DN3516_c0_g1_i1	1324	1029.902778
TRINITY_DN5085_c0_g1_i1	1182	690.307934
TRINITY_DN8894_c0_g1_i1	246	0.000000
TRINITY_DN6688_c0_g1_i1	470	205.425466
TRINITY_DN1926_c0_g1_i1	336	0.000000
TRINITY_DN6124_c0_g1_i1	481	182.009808
TRINITY_DN5095_c0_g1_i1	1114	1003.225673
TRINITY_DN1766_c0_g1_i1	1149	1112.927904
TRINITY_DN1851_c0_g1_i1	402	146.959423
TRINITY_DN2472_c0_g1_i1	912	579.351885
TRINITY_DN90_c0_g1_i1	419	237.572383
TRINITY_DN5329_c0_g1_i1	1887	1360.637010
TRINITY_DN811_c0_g1_i1	2707	1970.053681
TRINITY_DN811_c0_g2_i1	2708	1968.410284
TRINITY_DN974_c0_g1_i1	288	38.677438
TRINITY_DN6190_c0_g1_i1	1863	1514.309890
TRINITY_DN1555_c0_g1_i1	2643	2937.553676
TRINITY_DN1555_c0_g2_i1	864	861.663190
TRINITY_DN4839_c0_g1_i1	488	264.700900
TRINITY_DN6138_c0_g1_i1	301	64.766713
TRINITY_DN1357_c0_g1_i1	1316	1079.073156
TRINITY_DN4781_c0_g1_i1	204	179.148775
TRINITY_DN2914_c0_g1_i1	223	0.000000
TRINITY_DN1747_c0_g1_i1	1235	890.871729
TRINITY_DN538_c0_g1_i1	1319	880.898442
TRINITY_DN4892_c0_g1_i1	210	231.390080
TRINITY_DN164_c0_g1_i1	1739	1529.378107
TRINITY_DN164_c0_g2_i1	1308	977.040151
TRINITY_DN3601_c0_g1_i1	1515	1122.038844
TRINITY_DN2694_c0_g1_i1	316	41.845744
TRINITY_DN2244_c0_g1_i1	256	0.000000
TRINITY_DN6705_c0_g1_i1	233	0.000000
TRINITY_DN2619_c0_g1_i1	1269	914.914608
TRINITY_DN7365_c0_g1_i1	1078	711.844255
TRINITY_DN2749_c0_g1_i1	444	126.132072
TRINITY_DN7805_c0_g1_i1	1210	1137.960087
TRINITY_DN7417_c0_g1_i1	202	0.000000
TRINITY_DN2835_c0_g1_i1	354	69.687712
TRINITY_DN8197_c0_g1_i1	315	50.437557
TRINITY_DN8389_c0_g1_i1	694	518.496876
TRINITY_DN5556_c0_g1_i1	1565	1154.789461
TRINITY_DN8370_c0_g1_i1	231	0.000000
TRINITY_DN8000_c0_g1_i1	320	0.000000
TRINITY_DN423_c0_g1_i1	3606	2516.731380
TRINITY_DN5205_c0_g1_i1	1592	1468.231092
TRINITY_DN2144_c0_g1_i1	398	131.597163
TRINITY_DN5285_c0_g1_i1	1845	1583.438226
TRINITY_DN7960_c0_g1_i1	784	513.023647
TRINITY_DN6771_c0_g1_i1	411	0.000000
TRINITY_DN623_c0_g1_i1	1074	904.680878
TRINITY_DN2251_c0_g1_i1	544	396.622049
TRINITY_DN114_c0_g1_i1	782	361.024162
TRINITY_DN114_c0_g2_i1	781	360.726264
TRINITY_DN4311_c0_g1_i1	1971	1565.813871
TRINITY_DN8293_c0_g1_i1	240	0.000000
TRINITY_DN4494_c0_g1_i1	278	0.000000
TRINITY_DN527_c0_g1_i1	1249	1461.202361
TRINITY_DN6569_c0_g1_i1	290	50.435813
TRINITY_DN527_c0_g2_i1	373	214.600642
TRINITY_DN5147_c0_g1_i1	1251	980.648987
TRINITY_DN1813_c0_g1_i1	1465	936.934096
TRINITY_DN8519_c0_g1_i1	347	84.308785
TRINITY_DN2970_c0_g1_i1	234	0.000000
TRINITY_DN1291_c0_g1_i1	905	574.148169
TRINITY_DN2077_c0_g1_i1	1816	1083.929216
TRINITY_DN6191_c0_g1_i1	663	404.250931
TRINITY_DN5267_c0_g1_i1	1059	826.058487
TRINITY_DN2146_c0_g1_i1	280	0.000000
TRINITY_DN6879_c0_g1_i1	348	66.091169
TRINITY_DN1890_c0_g1_i1	1747	1320.116857
TRINITY_DN700_c0_g1_i1	377	117.149731
TRINITY_DN8299_c0_g1_i1	334	63.829216
TRINITY_DN4983_c0_g1_i1	242	0.000000
TRINITY_DN539_c0_g1_i1	2428	3966.379933
TRINITY_DN539_c0_g2_i1	2710	4602.381688
TRINITY_DN6746_c0_g1_i1	571	363.886715
TRINITY_DN3784_c0_g1_i1	1220	868.019593
TRINITY_DN5071_c0_g1_i1	2789	2057.277218
TRINITY_DN5774_c0_g1_i1	1263	1127.854128
TRINITY_DN1764_c0_g1_i1	3403	2683.626989
TRINITY_DN8832_c0_g1_i1	293	43.880105
TRINITY_DN703_c0_g1_i1	708	524.046519
TRINITY_DN703_c0_g2_i1	2155	1964.950082
TRINITY_DN3815_c0_g1_i1	206	0.000000
TRINITY_DN1320_c0_g1_i1	497	162.334522
TRINITY_DN1320_c0_g2_i1	863	488.485628
TRINITY_DN3234_c0_g1_i1	932	660.218809
TRINITY_DN4828_c0_g1_i1	322	70.869366
TRINITY_DN1216_c0_g1_i1	2955	2438.799513
TRINITY_DN2345_c0_g1_i1	209	0.000000
TRINITY_DN3808_c0_g1_i1	614	393.565564
TRINITY_DN5850_c0_g1_i1	859	553.365330
TRINITY_DN4667_c0_g1_i1	787	463.413366
TRINITY_DN6573_c0_g1_i1	1359	1296.674020
TRINITY_DN1061_c0_g1_i1	974	555.369446
TRINITY_DN1061_c0_g2_i1	924	521.703690
TRINITY_DN1061_c0_g3_i1	208	189.515766
TRINITY_DN8058_c0_g1_i1	335	51.661607
TRINITY_DN5075_c0_g1_i1	2122	1793.980749
TRINITY_DN5075_c0_g2_i1	2132	1803.166862
TRINITY_DN5075_c0_g3_i1	2118	1790.064318
TRINITY_DN5075_c0_g4_i1	1783	1625.296841
TRINITY_DN5075_c0_g5_i1	2124	1795.985630
TRINITY_DN5075_c0_g6_i1	2120	1791.935180
TRINITY_DN6836_c0_g1_i1	336	75.657644
TRINITY_DN3882_c0_g1_i1	775	516.635768
TRINITY_DN6289_c0_g1_i1	345	76.473787
TRINITY_DN2871_c0_g1_i1	241	236.073425
TRINITY_DN8762_c0_g1_i1	291	0.000000
TRINITY_DN7937_c0_g1_i1	670	340.731130
TRINITY_DN6788_c0_g1_i1	276	0.000000
TRINITY_DN3501_c0_g1_i1	411	116.542305
TRINITY_DN1192_c0_g1_i1	267	0.000000
TRINITY_DN602_c0_g1_i1	2026	1635.592533
TRINITY_DN602_c0_g2_i1	532	217.902239
TRINITY_DN8763_c0_g1_i1	255	0.000000
TRINITY_DN7648_c0_g1_i1	2959	2448.663995
TRINITY_DN5049_c0_g1_i1	3536	3300.092622
TRINITY_DN7997_c0_g1_i1	1319	1391.500817
TRINITY_DN1348_c0_g1_i1	342	0.000000
TRINITY_DN2453_c0_g1_i1	861	555.279616
TRINITY_DN2456_c0_g1_i1	648	289.633546
TRINITY_DN681_c0_g1_i1	945	654.515035
TRINITY_DN681_c0_g2_i1	791	549.621562
TRINITY_DN6128_c0_g1_i1	297	42.124986
TRINITY_DN1361_c0_g1_i1	1461	1196.798288
TRINITY_DN5275_c0_g1_i1	2109	2002.538247
TRINITY_DN6991_c0_g1_i1	946	555.187093
TRINITY_DN4112_c0_g1_i1	440	110.735995
TRINITY_DN4925_c0_g1_i1	208	0.000000
TRINITY_DN2023_c0_g1_i1	866	569.668405
TRINITY_DN1626_c0_g1_i1	304	36.472735
TRINITY_DN1626_c0_g2_i1	3399	2892.764463
TRINITY_DN3324_c0_g1_i1	567	292.292454
TRINITY_DN2241_c0_g1_i1	255	0.000000
TRINITY_DN1039_c0_g1_i1	271	27.087878
TRINITY_DN1039_c0_g2_i1	812	419.789835
TRINITY_DN117_c0_g1_i1	2389	1861.334866
TRINITY_DN117_c0_g2_i1	818	473.646821
TRINITY_DN8423_c0_g1_i1	273	0.000000
TRINITY_DN704_c0_g1_i1	4303	3920.816620
TRINITY_DN1480_c0_g1_i1	4499	6472.381720
TRINITY_DN1480_c0_g1_i2	1828	1760.853434
TRINITY_DN1008_c0_g1_i1	1175	630.963391
TRINITY_DN1008_c0_g2_i1	1128	604.473809
TRINITY_DN7188_c0_g1_i1	785	528.678961
TRINITY_DN5646_c0_g1_i1	969	580.188025
TRINITY_DN3782_c0_g1_i1	581	310.292120
TRINITY_DN4757_c0_g1_i1	291	0.000000
TRINITY_DN6358_c0_g1_i1	390	0.000000
TRINITY_DN7498_c0_g1_i1	323	62.295739
TRINITY_DN1402_c0_g1_i1	1048	812.853123
TRINITY_DN1402_c0_g2_i1	1430	1129.412621
TRINITY_DN8502_c0_g1_i1	445	247.479327
TRINITY_DN2289_c0_g1_i1	410	163.991852
TRINITY_DN5024_c0_g1_i1	1224	952.026046
TRINITY_DN2776_c0_g1_i1	277	0.000000
TRINITY_DN4852_c0_g1_i1	411	113.125603
TRINITY_DN7774_c0_g1_i1	569	346.842296
TRINITY_DN2741_c0_g1_i1	255	202.475717
TRINITY_DN5421_c0_g1_i1	2270	1854.918512
TRINITY_DN2880_c0_g1_i1	329	94.545863
TRINITY_DN5719_c0_g1_i1	1333	984.600707
TRINITY_DN8527_c0_g1_i1	385	173.645099
TRINITY_DN7383_c0_g1_i1	284	30.215025
TRINITY_DN8792_c0_g1_i1	250	256.380091
TRINITY_DN6882_c0_g1_i1	207	0.000000
TRINITY_DN2925_c0_g1_i1	233	0.000000
TRINITY_DN3892_c0_g1_i1	1828	1381.036772
TRINITY_DN6924_c0_g1_i1	1729	1404.626691
TRINITY_DN3676_c0_g1_i1	907	596.116058
TRINITY_DN6081_c0_g1_i1	403	75.832703
TRINITY_DN5048_c0_g1_i1	3349	3158.714160
TRINITY_DN1060_c0_g1_i1	1642	1377.286721
TRINITY_DN2392_c0_g1_i1	352	58.927662
TRINITY_DN7942_c0_g1_i1	879	541.249518
TRINITY_DN6391_c0_g1_i1	284	36.375335
TRINITY_DN6865_c0_g1_i1	222	0.000000
TRINITY_DN2902_c0_g1_i1	271	0.000000
TRINITY_DN5265_c0_g1_i1	2468	2381.562261
TRINITY_DN8384_c0_g1_i1	320	67.605321
TRINITY_DN8009_c0_g1_i1	379	93.994467
TRINITY_DN1856_c0_g1_i1	304	59.220991
TRINITY_DN4937_c0_g1_i1	205	0.000000
TRINITY_DN6599_c0_g1_i1	345	89.200991
TRINITY_DN8433_c0_g1_i1	217	249.685395
TRINITY_DN1118_c0_g2_i1	763	403.875020
TRINITY_DN1118_c0_g3_i1	1210	700.791633
TRINITY_DN1118_c0_g1_i1	503	137.672162
TRINITY_DN1800_c0_g1_i1	2078	1518.211417
TRINITY_DN6985_c0_g1_i1	501	305.724567
TRINITY_DN6158_c0_g1_i1	232	0.000000
TRINITY_DN2414_c0_g1_i1	627	347.258487
TRINITY_DN8_c0_g2_i1	1330	1036.804271
TRINITY_DN5213_c0_g1_i1	1701	1345.099557
TRINITY_DN8_c0_g1_i1	580	365.793621
TRINITY_DN8207_c0_g1_i1	860	483.317250
TRINITY_DN6506_c0_g1_i1	459	94.741380
TRINITY_DN5169_c0_g1_i1	2968	3105.195084
TRINITY_DN4491_c0_g1_i1	272	0.000000
TRINITY_DN4480_c0_g1_i1	436	258.960042
TRINITY_DN7429_c0_g1_i1	1664	1373.429748
TRINITY_DN8261_c0_g1_i1	444	156.505803
TRINITY_DN8774_c0_g1_i1	246	272.514235
TRINITY_DN6041_c0_g1_i1	521	184.888158
TRINITY_DN516_c0_g1_i1	991	1019.848865
TRINITY_DN516_c0_g2_i1	2181	1939.073340
TRINITY_DN7441_c0_g1_i1	3301	3425.278170
TRINITY_DN7926_c0_g1_i1	744	466.534133
TRINITY_DN5613_c0_g1_i1	668	401.273198
TRINITY_DN5808_c0_g1_i1	1655	1229.167858
TRINITY_DN1511_c0_g1_i1	3687	2969.493092
TRINITY_DN1511_c0_g2_i1	1120	677.377988
TRINITY_DN5962_c0_g1_i1	360	0.000000
TRINITY_DN8721_c0_g1_i1	377	95.416431
TRINITY_DN731_c0_g1_i1	648	295.198330
TRINITY_DN731_c0_g2_i1	2348	1894.482691
TRINITY_DN6255_c0_g1_i1	1312	1003.696266
TRINITY_DN2932_c0_g1_i1	274	0.000000
TRINITY_DN7193_c0_g1_i1	912	662.960340
TRINITY_DN6258_c0_g1_i1	302	51.570665
TRINITY_DN3115_c0_g1_i1	2767	3168.319240
TRINITY_DN3394_c0_g1_i1	697	448.159538
TRINITY_DN6820_c0_g1_i1	241	239.209315
TRINITY_DN7087_c0_g1_i1	1884	1324.634137
TRINITY_DN6437_c0_g1_i1	577	383.461563
TRINITY_DN6867_c0_g1_i1	311	38.284733
TRINITY_DN6728_c0_g1_i1	491	248.200220
TRINITY_DN5142_c0_g1_i1	456	216.484140
TRINITY_DN5626_c0_g1_i1	466	0.000000
TRINITY_DN5468_c0_g1_i1	1512	1331.006747
TRINITY_DN5040_c0_g1_i1	1145	702.766280
TRINITY_DN3224_c0_g1_i1	3298	4344.298793
TRINITY_DN3927_c0_g1_i1	382	74.311967
TRINITY_DN7265_c0_g1_i1	379	117.619642
TRINITY_DN6934_c0_g1_i1	321	51.580146
TRINITY_DN1285_c0_g1_i1	2388	2447.753376
TRINITY_DN2907_c0_g1_i1	235	282.991743
TRINITY_DN8218_c0_g1_i1	220	0.000000
TRINITY_DN8116_c0_g1_i1	219	0.000000
TRINITY_DN4624_c0_g1_i1	265	0.000000
TRINITY_DN5810_c0_g1_i1	2328	1742.537400
TRINITY_DN3150_c0_g1_i1	337	69.258362
TRINITY_DN8238_c0_g1_i1	732	441.938029
TRINITY_DN4317_c0_g1_i1	294	33.560137
TRINITY_DN8560_c0_g1_i1	387	111.991361
TRINITY_DN4733_c0_g1_i1	211	0.000000
TRINITY_DN2287_c0_g1_i1	915	572.207226
TRINITY_DN3335_c0_g1_i1	3763	3237.105025
TRINITY_DN7565_c0_g1_i1	1097	767.840409
TRINITY_DN1772_c0_g1_i1	2625	2492.265892
TRINITY_DN7006_c0_g1_i1	2932	2540.014105
TRINITY_DN1100_c0_g1_i1	1761	1374.306355
TRINITY_DN3355_c0_g1_i1	227	132.732017
TRINITY_DN5689_c0_g1_i1	1052	556.531313
TRINITY_DN823_c0_g1_i1	1510	1154.857056
TRINITY_DN2963_c0_g1_i1	248	333.059390
TRINITY_DN2441_c0_g1_i1	244	197.877259
TRINITY_DN1319_c0_g2_i1	912	631.206535
TRINITY_DN1319_c0_g3_i1	738	435.435373
TRINITY_DN6509_c0_g1_i1	291	40.351961
TRINITY_DN2659_c0_g1_i1	1181	999.141076
TRINITY_DN8059_c0_g1_i1	226	0.000000
TRINITY_DN5200_c0_g1_i1	2842	2399.629050
TRINITY_DN2915_c0_g1_i1	214	163.918862
TRINITY_DN1074_c0_g1_i1	508	190.455527
TRINITY_DN1074_c0_g2_i1	500	186.634881
TRINITY_DN8637_c0_g1_i1	250	177.132695
TRINITY_DN3584_c0_g1_i1	3556	3529.873983
TRINITY_DN4431_c0_g1_i1	206	0.000000
TRINITY_DN6401_c0_g1_i1	392	125.857335
TRINITY_DN8028_c0_g1_i1	328	57.395800
TRINITY_DN3781_c0_g1_i1	276	0.000000
TRINITY_DN1104_c0_g1_i1	1515	1326.946539
TRINITY_DN4678_c0_g1_i1	819	391.650796
TRINITY_DN949_c0_g1_i1	873	408.686836
TRINITY_DN2518_c0_g1_i1	220	207.091072
TRINITY_DN8173_c0_g1_i1	430	145.218211
TRINITY_DN6873_c0_g1_i1	385	158.835603
TRINITY_DN913_c0_g1_i1	1571	1121.412873
TRINITY_DN913_c0_g2_i1	793	442.336610
TRINITY_DN782_c0_g1_i1	796	484.184520
TRINITY_DN1033_c0_g1_i1	700	448.742818
TRINITY_DN782_c0_g2_i1	333	79.953584
TRINITY_DN1652_c0_g1_i3	947	819.332922
TRINITY_DN1652_c0_g1_i4	947	811.689480
TRINITY_DN1652_c0_g1_i7	969	795.193462
TRINITY_DN1652_c0_g1_i8	969	787.672844
TRINITY_DN1652_c0_g1_i2	965	842.094254
TRINITY_DN1652_c0_g1_i6	987	817.977383
TRINITY_DN1652_c0_g1_i1	965	834.499416
TRINITY_DN1652_c0_g1_i5	987	810.503992
TRINITY_DN4576_c0_g1_i1	423	110.877714
TRINITY_DN1860_c0_g1_i1	2360	1878.005256
TRINITY_DN1081_c0_g1_i1	2167	1677.963311
TRINITY_DN7803_c0_g1_i1	687	343.952388
TRINITY_DN7909_c0_g1_i1	2824	2608.087210
TRINITY_DN442_c0_g1_i1	1702	1222.842042
TRINITY_DN6036_c0_g1_i1	812	523.965786
TRINITY_DN1064_c0_g1_i1	997	789.452737
TRINITY_DN8148_c0_g1_i1	863	618.872953
TRINITY_DN1185_c0_g1_i1	2694	2106.826221
TRINITY_DN1185_c0_g2_i1	1979	1423.440500
TRINITY_DN5422_c0_g1_i1	509	180.638497
TRINITY_DN7519_c0_g1_i1	248	0.000000
TRINITY_DN6238_c0_g1_i1	376	96.885820
TRINITY_DN5461_c0_g1_i1	1210	916.754354
TRINITY_DN7246_c0_g1_i1	1768	1167.019627
TRINITY_DN7180_c0_g1_i1	1161	731.963114
TRINITY_DN730_c0_g1_i1	976	504.631019
TRINITY_DN8783_c0_g1_i1	229	278.230326
TRINITY_DN6097_c0_g1_i1	1219	1009.222237
TRINITY_DN8087_c0_g1_i1	578	280.414840
TRINITY_DN311_c0_g1_i1	654	279.736068
TRINITY_DN311_c0_g2_i1	653	279.261787
TRINITY_DN191_c0_g1_i1	2635	1963.358916
TRINITY_DN191_c0_g2_i1	1094	616.347605
TRINITY_DN1840_c0_g1_i1	2124	1438.769407
TRINITY_DN1532_c0_g1_i1	498	177.471112
TRINITY_DN8695_c0_g1_i1	378	115.047833
TRINITY_DN8185_c0_g1_i1	211	0.000000
TRINITY_DN6018_c0_g1_i1	222	0.000000
TRINITY_DN6436_c0_g1_i1	382	98.720801
TRINITY_DN5043_c0_g1_i1	909	582.180665
TRINITY_DN4259_c0_g1_i1	1280	752.487244
TRINITY_DN693_c0_g2_i1	508	0.000000
TRINITY_DN4633_c0_g1_i1	328	42.457194
TRINITY_DN7282_c0_g1_i1	621	357.731079
TRINITY_DN4768_c0_g1_i1	279	24.613594
TRINITY_DN5131_c0_g1_i1	2561	2279.428728
TRINITY_DN5349_c0_g1_i1	907	652.601764
TRINITY_DN6364_c0_g1_i1	729	517.550913
TRINITY_DN5129_c0_g1_i1	962	749.491973
TRINITY_DN7460_c0_g2_i1	635	0.000000
TRINITY_DN401_c0_g1_i1	2594	2466.380864
TRINITY_DN5569_c0_g1_i1	2414	2375.514626
TRINITY_DN5217_c0_g1_i1	1405	900.535112
TRINITY_DN3535_c0_g1_i1	1913	1341.644750
TRINITY_DN377_c0_g1_i1	1854	1259.120796
TRINITY_DN377_c0_g2_i1	1855	1257.221847
TRINITY_DN5819_c0_g1_i1	237	0.000000
TRINITY_DN1761_c0_g1_i1	356	82.726969
TRINITY_DN3388_c0_g1_i1	1620	1556.310133
TRINITY_DN6917_c0_g1_i1	907	613.383693
TRINITY_DN6396_c0_g1_i1	495	195.763604
TRINITY_DN855_c0_g1_i1	1476	928.940980
TRINITY_DN855_c0_g2_i1	1477	926.990958
TRINITY_DN8633_c0_g1_i1	207	0.000000
TRINITY_DN3787_c0_g1_i1	314	42.142887
TRINITY_DN8669_c0_g1_i1	427	161.482494
TRINITY_DN6524_c0_g1_i1	239	0.000000
TRINITY_DN7249_c0_g1_i1	1784	1320.165421
TRINITY_DN2383_c0_g1_i1	301	64.005234
TRINITY_DN2864_c0_g1_i1	213	0.000000
TRINITY_DN5501_c0_g1_i1	788	532.181408
TRINITY_DN6831_c0_g1_i1	222	0.000000
TRINITY_DN4041_c0_g1_i1	820	434.473663
TRINITY_DN8603_c0_g1_i1	255	236.881549
TRINITY_DN8578_c0_g1_i1	235	0.000000
TRINITY_DN327_c0_g1_i1	843	567.300059
TRINITY_DN1824_c0_g1_i1	475	197.982996
TRINITY_DN1608_c0_g1_i1	2608	2149.145443
TRINITY_DN996_c0_g1_i1	716	455.156896
TRINITY_DN996_c0_g2_i1	997	675.925106
TRINITY_DN5055_c0_g1_i1	475	186.159563
TRINITY_DN3956_c0_g1_i1	1355	1054.657069
TRINITY_DN3322_c0_g1_i1	2288	1884.296481
TRINITY_DN5382_c0_g1_i1	459	156.005434
TRINITY_DN4370_c0_g1_i1	1181	770.325859
TRINITY_DN8558_c0_g1_i1	314	0.000000
TRINITY_DN8027_c0_g1_i1	287	0.000000
TRINITY_DN5367_c0_g1_i1	209	0.000000
TRINITY_DN5077_c0_g1_i1	2291	1904.750663
TRINITY_DN867_c0_g1_i1	1782	1258.199451
TRINITY_DN7522_c0_g1_i1	1373	1166.483912
TRINITY_DN7864_c0_g1_i1	410	122.946840
TRINITY_DN628_c0_g1_i1	2624	2337.081992
TRINITY_DN4398_c0_g1_i1	917	715.939874
TRINITY_DN2560_c0_g1_i1	334	56.609382
TRINITY_DN3573_c0_g1_i1	3326	2451.768375
TRINITY_DN138_c0_g1_i1	545	245.962033
TRINITY_DN138_c0_g2_i1	545	253.158897
TRINITY_DN6160_c0_g1_i1	310	45.329188
TRINITY_DN7344_c0_g1_i1	1412	978.938813
TRINITY_DN177_c0_g1_i1	1057	672.816100
TRINITY_DN177_c0_g2_i1	421	150.127982
TRINITY_DN508_c0_g1_i1	2295	1973.146159
TRINITY_DN508_c0_g2_i1	1575	1203.356183
TRINITY_DN8440_c0_g1_i1	1407	791.061908
TRINITY_DN7111_c0_g1_i1	656	333.355993
TRINITY_DN712_c0_g1_i1	2776	2277.655893
TRINITY_DN7779_c0_g1_i1	958	577.417221
TRINITY_DN7539_c0_g1_i1	828	441.407563
TRINITY_DN6096_c0_g1_i1	800	492.094283
TRINITY_DN397_c0_g1_i1	999	541.137238
TRINITY_DN397_c0_g2_i1	773	405.382636
TRINITY_DN3202_c0_g1_i1	1967	1505.785384
TRINITY_DN2823_c0_g1_i1	398	145.638810
